id,owner,repo,number,title,user,user_id,state,created_at,closed_at,merged_at,is_closed,is_merged,time_to_close_hours,time_to_close_days,body_length,commits,changed_files,additions,deletions,code_churn,review_iterations,total_comments,reviewer_workload_hours,repo_url,html_url,dataset
3184092727,rob-foulkrod,azd-apimwithconfAPI-OAuth,3,Revert prereqs.md to minimal version - remove detailed sections added in PR #2,,,closed,2025-06-27T21:04:39Z,,,True,False,,,2315,2.0,1.0,0.0,5.0,5.0,0,0,,https://api.github.com/repos/rob-foulkrod/azd-apimwithconfAPI-OAuth,https://github.com/rob-foulkrod/azd-apimwithconfAPI-OAuth/pull/3,Agent
3185344244,fakturk,reviewerOwl,6,[WIP] Revert merge commit 03bef4770c6d714e7a3135a8e19a4da41984e122 to restore blog functionality,,,closed,2025-06-28T18:12:57Z,,,True,False,,,738,,,,,,0,0,,https://api.github.com/repos/fakturk/reviewerOwl,https://github.com/fakturk/reviewerOwl/pull/6,Agent
3185524569,lrdspc,professor-aluno-connect,3,"Revert all commits from June 28, 2025 - Restore repository to pre-June 28th state",,,closed,2025-06-28T22:14:26Z,2025-06-28T22:17:41Z,2025-06-28T22:17:41Z,True,True,0.0541666666666666,0.0022569444444444,1956,1.0,0.0,0.0,0.0,0.0,2,9,0.0309722222222222,https://api.github.com/repos/lrdspc/professor-aluno-connect,https://github.com/lrdspc/professor-aluno-connect/pull/3,Agent
3191654224,qualminds-ai,my-health-plan,4,Revert login content to vertical center alignment,,,closed,2025-07-01T09:40:06Z,2025-07-01T10:26:24Z,2025-07-01T10:26:24Z,True,True,0.771666666666666,0.0321527777777777,1580,2.0,1.0,1.0,1.0,2.0,0,0,,https://api.github.com/repos/qualminds-ai/my-health-plan,https://github.com/qualminds-ai/my-health-plan/pull/4,Agent
3194706466,di5cip1e,pantrysync,13,Revert config/deployment.json to TypeScript Firebase initialization,,,closed,2025-07-02T06:11:15Z,2025-07-02T06:12:19Z,2025-07-02T06:12:19Z,True,True,0.0177777777777777,0.0007407407407407,3203,1.0,0.0,0.0,0.0,0.0,0,0,,https://api.github.com/repos/di5cip1e/pantrysync,https://github.com/di5cip1e/pantrysync/pull/13,Agent
3197919508,Bmn599,Fernly,116,Revert PR #115: Remove AOS mobile visibility and script loading error handling changes,,,open,2025-07-03T04:02:53Z,,,False,False,,,2205,2.0,3.0,10.0,29.0,39.0,0,0,,https://api.github.com/repos/Bmn599/Fernly,https://github.com/Bmn599/Fernly/pull/116,Agent
3197919632,Bmn599,Fernly,117,Revert PR #114: Remove scroll performance optimizations and restore original behavior,,,closed,2025-07-03T04:02:59Z,2025-07-03T04:17:04Z,2025-07-03T04:17:04Z,True,True,0.234722222222222,0.0097800925925925,3077,2.0,3.0,55.0,122.0,177.0,2,0,0.0525,https://api.github.com/repos/Bmn599/Fernly,https://github.com/Bmn599/Fernly/pull/117,Agent
3198769572,lt012071,dam-next-firebase-app,5,Revert commit 837dd93: Restore explicit React import in version-history.tsx,,,closed,2025-07-03T09:48:26Z,,,True,False,,,2064,1.0,0.0,0.0,0.0,0.0,0,0,,https://api.github.com/repos/lt012071/dam-next-firebase-app,https://github.com/lt012071/dam-next-firebase-app/pull/5,Agent
3203378539,samuel-gythia,samuel-gythia,5,Revert repository to commit 0f326818b9dfcc64387df881f01d538056fd2710,,,closed,2025-07-04T17:41:01Z,2025-07-04T17:41:24Z,2025-07-04T17:41:24Z,True,True,0.0063888888888888,0.0002662037037037,1894,1.0,0.0,0.0,0.0,0.0,0,0,,https://api.github.com/repos/samuel-gythia/samuel-gythia,https://github.com/samuel-gythia/samuel-gythia/pull/5,Agent
3204494273,dr75,dr75.github.io,1,Revert commit ad65dd2808610f01f99857a13ebbd0b70a7db6fa to restore previous repository state,,,open,2025-07-05T07:15:21Z,,,False,False,,,1214,2.0,5.0,0.0,303.0,303.0,0,0,,https://api.github.com/repos/dr75/dr75.github.io,https://github.com/dr75/dr75.github.io/pull/1,Agent
3204940548,thecloudexplorers,thecloudexplorers.github.io,8,Rollback site to commit bfc134be51555222e0efc514997b736ed7e86bb9,,,closed,2025-07-05T13:24:29Z,2025-07-05T14:02:07Z,2025-07-05T14:02:07Z,True,True,0.627222222222222,0.0261342592592592,1308,2.0,3.0,462.0,861.0,1323.0,0,0,,https://api.github.com/repos/thecloudexplorers/thecloudexplorers.github.io,https://github.com/thecloudexplorers/thecloudexplorers.github.io/pull/8,Agent
3206456106,DiegoSHS,vancedmovies,3,"Revert WebtorVideoPlayer: Move CDN loading back into component, add CircularProgress, improve TypeScript typing",,,closed,2025-07-06T12:04:16Z,,,True,False,,,4124,3.0,1.0,142.0,69.0,211.0,0,1,,https://api.github.com/repos/DiegoSHS/vancedmovies,https://github.com/DiegoSHS/vancedmovies/pull/3,Agent
3206877369,gaarutyunov,blog,12,"Rollback terminal theme switch, revert to simple theme",,,closed,2025-07-06T18:43:46Z,2025-07-06T18:54:34Z,2025-07-06T18:54:34Z,True,True,0.18,0.0075,2199,2.0,5.0,12.0,26.0,38.0,0,0,,https://api.github.com/repos/gaarutyunov/blog,https://github.com/gaarutyunov/blog/pull/12,Agent
3210928917,David-Josue-Murillo,biblionauta,7,[WIP] Revertir cambios en BooksItems.tsx de la PR #6,,,closed,2025-07-08T03:56:43Z,,,True,False,,,1000,1.0,0.0,0.0,0.0,0.0,0,0,,https://api.github.com/repos/David-Josue-Murillo/biblionauta,https://github.com/David-Josue-Murillo/biblionauta/pull/7,Agent
3212153422,SMOKEY1014,3D_Portfolio,7,Revert main branch to stable commit a8023092 for temporary production deployment,,,closed,2025-07-08T11:28:01Z,2025-07-08T11:30:13Z,2025-07-08T11:30:13Z,True,True,0.0366666666666666,0.0015277777777777,3798,1.0,0.0,0.0,0.0,0.0,1,1,0.0097222222222222,https://api.github.com/repos/SMOKEY1014/3D_Portfolio,https://github.com/SMOKEY1014/3D_Portfolio/pull/7,Agent
3213009297,celestiaorg,docs,2137,Revert PR #2085: Remove enhanced port documentation and package-lock.json from .gitignore,,,closed,2025-07-08T15:43:59Z,2025-07-11T20:02:33Z,2025-07-11T20:02:33Z,True,True,76.3094444444444,3.17956018518518,1128,2.0,3.0,13.0,51.0,64.0,1,2,75.9997222222222,https://api.github.com/repos/celestiaorg/docs,https://github.com/celestiaorg/docs/pull/2137,Agent
3220388242,princekumar205086,okpuja-frontend,1,[WIP] Revert register page to previous version,,,closed,2025-07-10T19:08:48Z,2025-07-10T19:10:52Z,2025-07-10T19:10:52Z,True,True,0.0344444444444444,0.0014351851851851,984,,,,,,0,0,,https://api.github.com/repos/princekumar205086/okpuja-frontend,https://github.com/princekumar205086/okpuja-frontend/pull/1,Agent
3222184241,Shiori-Takanashi,library-prac,2,Revert problematic merge that introduced broken code with syntax and import errors,,,closed,2025-07-11T09:11:41Z,2025-07-11T09:12:40Z,2025-07-11T09:12:40Z,True,True,0.0163888888888888,0.0006828703703703,1979,1.0,0.0,0.0,0.0,0.0,1,0,0.0144444444444444,https://api.github.com/repos/Shiori-Takanashi/library-prac,https://github.com/Shiori-Takanashi/library-prac/pull/2,Agent
3225571700,Valorith,Server,2,Revert repository to commit 88e5b875 - restore original detailed stat calculation logic,,,closed,2025-07-12T16:47:41Z,2025-07-12T16:49:03Z,2025-07-12T16:49:03Z,True,True,0.0227777777777777,0.000949074074074,2283,1.0,0.0,0.0,0.0,0.0,0,0,,https://api.github.com/repos/Valorith/Server,https://github.com/Valorith/Server/pull/2,Agent
3226981781,Zero3K,Tardsplaya,29,Revert freeze fixes and implement write failure prevention,,,closed,2025-07-14T00:05:18Z,2025-07-14T21:34:45Z,2025-07-14T21:34:45Z,True,True,21.4908333333333,0.895451388888889,3075,18.0,6.0,655.0,203.0,858.0,0,30,,https://api.github.com/repos/Zero3K/Tardsplaya,https://github.com/Zero3K/Tardsplaya/pull/29,Agent
3227187841,Thomson-BG,intern-time-tracker,19,Revert to Google Sheets Apps Script and implement GPS accuracy validation modal,,,closed,2025-07-14T02:51:18Z,2025-07-14T04:27:47Z,2025-07-14T04:27:47Z,True,True,1.60805555555555,0.0670023148148148,3208,3.0,10.0,380.0,441.0,821.0,1,2,1.28361111111111,https://api.github.com/repos/Thomson-BG/intern-time-tracker,https://github.com/Thomson-BG/intern-time-tracker/pull/19,Agent
3227454330,ItsMrCube,dash,71,[WIP] Revert last commit to fix startup error,,,closed,2025-07-14T05:53:48Z,,,True,False,,,760,1.0,0.0,0.0,0.0,0.0,0,0,,https://api.github.com/repos/ItsMrCube/dash,https://github.com/ItsMrCube/dash/pull/71,Agent
3232045953,100-hours-a-week,11-ellu-be,191,[WIP] Revert build.gradle to commit 0a50f44e180e05eaecbade78d0554452d43f75dd,,,closed,2025-07-15T12:20:20Z,,,True,False,,,914,1.0,0.0,0.0,0.0,0.0,0,0,,https://api.github.com/repos/100-hours-a-week/11-ellu-be,https://github.com/100-hours-a-week/11-ellu-be/pull/191,Agent
3234121023,clash-verge-rev,clash-verge-rev,4086,Revert sysinfo dependency from 0.36.0 to 0.35.2,,,closed,2025-07-16T01:09:02Z,2025-07-16T01:34:03Z,2025-07-16T01:34:03Z,True,True,0.416944444444444,0.0173726851851851,1807,3.0,2.0,4.0,7.0,11.0,1,0,0.0227777777777777,https://api.github.com/repos/clash-verge-rev/clash-verge-rev,https://github.com/clash-verge-rev/clash-verge-rev/pull/4086,Agent
3235440251,MohammadaminAlbooyeh,MyEshop,1,Revert frontend routing changes to restore simple product listing,,,open,2025-07-16T10:49:07Z,,,False,False,,,2375,3.0,5.0,37.0,93.0,130.0,0,0,,https://api.github.com/repos/MohammadaminAlbooyeh/MyEshop,https://github.com/MohammadaminAlbooyeh/MyEshop/pull/1,Agent
3235990796,dotnet,aspire,10456,Revert peer matching logic to fix database resource resolution regression,,,closed,2025-07-16T13:25:42Z,2025-07-17T00:17:13Z,2025-07-17T00:17:13Z,True,True,10.8586111111111,0.452442129629629,2894,3.0,2.0,20.0,104.0,124.0,2,4,5.93597222222222,https://api.github.com/repos/dotnet/aspire,https://github.com/dotnet/aspire/pull/10456,Agent
3239485246,mupai555,MUPAI,13,Revert PR #11 and #12: Restore repository to pre-merge state,,,closed,2025-07-17T12:51:39Z,2025-07-17T13:00:55Z,2025-07-17T13:00:55Z,True,True,0.154444444444444,0.0064351851851851,2705,1.0,0.0,0.0,0.0,0.0,0,0,,https://api.github.com/repos/mupai555/MUPAI,https://github.com/mupai555/MUPAI/pull/13,Agent
3239561564,backstage,backstage,30578,Revert PR #30573: catalog info column sticky positioning,,,closed,2025-07-17T13:15:22Z,2025-07-18T10:44:59Z,2025-07-18T10:44:59Z,True,True,21.4936111111111,0.895567129629629,1886,3.0,2.0,1.0,7.0,8.0,4,3,5.96243055555555,https://api.github.com/repos/backstage/backstage,https://github.com/backstage/backstage/pull/30578,Agent
3239630649,tobi01001,LED_Stripe_Dynamic_web_conf,56,Revert complete architectural refactoring: Restore monolithic codebase design,,,closed,2025-07-17T13:37:12Z,2025-07-17T13:37:49Z,2025-07-17T13:37:49Z,True,True,0.0102777777777777,0.0004282407407407,2761,1.0,0.0,0.0,0.0,0.0,0,0,,https://api.github.com/repos/tobi01001/LED_Stripe_Dynamic_web_conf,https://github.com/tobi01001/LED_Stripe_Dynamic_web_conf/pull/56,Agent
3242055135,ivan-magda,gh-actions-test,4,"Revert ""Update build-macos.yml"" - Remove all files added in commit 3676c73",,,closed,2025-07-18T06:20:43Z,,,True,False,,,1779,1.0,0.0,0.0,0.0,0.0,0,0,,https://api.github.com/repos/ivan-magda/gh-actions-test,https://github.com/ivan-magda/gh-actions-test/pull/4,Agent
3245211216,alfzki,DSHBRD,3,Revert extensive refactoring changes from commit faad50512c81f01260d25c68e1c3569d1bf034e9,,,closed,2025-07-19T10:49:43Z,2025-07-19T11:10:38Z,2025-07-19T11:10:38Z,True,True,0.348611111111111,0.0145254629629629,4320,2.0,12.0,922.0,2850.0,3772.0,0,0,,https://api.github.com/repos/alfzki/DSHBRD,https://github.com/alfzki/DSHBRD/pull/3,Agent
3246293821,chrisracha,elearningapp,17,Rollback from SQLite to LocalDB SQL Server for EF Core,,,closed,2025-07-20T11:48:18Z,,,True,False,,,1843,1.0,0.0,0.0,0.0,0.0,0,0,,https://api.github.com/repos/chrisracha/elearningapp,https://github.com/chrisracha/elearningapp/pull/17,Agent
3246482855,saurabh-ai,llm-exploring-project,13,Revert PR #10 and PR #11: Remove Phase 3 LLM Implementation and README Updates,,,closed,2025-07-20T16:12:50Z,,,True,False,,,4463,2.0,160.0,0.0,15974.0,15974.0,0,1,,https://api.github.com/repos/saurabh-ai/llm-exploring-project,https://github.com/saurabh-ai/llm-exploring-project/pull/13,Agent
3246488313,AgazW,RetinaDxAI,1,"Revert ""Refactor download_eye_disease_dataset function to include detailed docstring and improve readability""",,,closed,2025-07-20T16:21:05Z,2025-07-20T16:23:14Z,2025-07-20T16:23:14Z,True,True,0.0358333333333333,0.0014930555555555,2901,1.0,0.0,0.0,0.0,0.0,0,1,,https://api.github.com/repos/AgazW/RetinaDxAI,https://github.com/AgazW/RetinaDxAI/pull/1,Agent
3253583935,Taranto1987,horizon-website,14,Revert PR #11: Restore complete website source code and fix broken build,,,closed,2025-07-22T17:55:23Z,2025-07-22T18:01:04Z,2025-07-22T18:01:04Z,True,True,0.0947222222222222,0.0039467592592592,3188,1.0,0.0,0.0,0.0,0.0,0,0,,https://api.github.com/repos/Taranto1987/horizon-website,https://github.com/Taranto1987/horizon-website/pull/14,Agent
3262368716,chris738,browsergame,162,Rollback database refactor: restore monolithic database.sql system,,,closed,2025-07-25T08:05:07Z,2025-07-25T08:05:45Z,2025-07-25T08:05:45Z,True,True,0.0105555555555555,0.0004398148148148,2786,1.0,0.0,0.0,0.0,0.0,0,0,,https://api.github.com/repos/chris738/browsergame,https://github.com/chris738/browsergame/pull/162,Agent
3262545461,pathas-dev,fujifilm-x-recipes,8,Revert merge commit that added entire Fujifilm X Recipes application,,,closed,2025-07-25T09:11:56Z,,,True,False,,,1609,2.0,235.0,0.0,48516.0,48516.0,0,1,,https://api.github.com/repos/pathas-dev/fujifilm-x-recipes,https://github.com/pathas-dev/fujifilm-x-recipes/pull/8,Agent
3265677486,may-tas,TextEditingApp,21,Revert PR #18: Fix critical syntax errors and breaking changes,,,closed,2025-07-26T13:51:44Z,2025-07-26T14:04:39Z,2025-07-26T14:04:39Z,True,True,0.215277777777777,0.0089699074074074,3776,3.0,5.0,75.0,92.0,167.0,1,1,0.0111111111111111,https://api.github.com/repos/may-tas/TextEditingApp,https://github.com/may-tas/TextEditingApp/pull/21,Agent
3269515854,VimsRocz,IMU,1066,Fix incomplete revert in PR #1063: correct save_plot.m exportgraphics usage,,,closed,2025-07-28T11:32:37Z,2025-07-28T11:53:18Z,2025-07-28T11:53:18Z,True,True,0.344722222222222,0.0143634259259259,2049,1.0,0.0,0.0,0.0,0.0,0,0,,https://api.github.com/repos/VimsRocz/IMU,https://github.com/VimsRocz/IMU/pull/1066,Agent
3272907964,rabro2,skills-expand-your-team-with-copilot,26,Revert README.md changes to restore welcometocat image,,,open,2025-07-29T09:37:29Z,,,False,False,,,1340,3.0,0.0,0.0,0.0,0.0,7,8,0.153650793650793,https://api.github.com/repos/rabro2/skills-expand-your-team-with-copilot,https://github.com/rabro2/skills-expand-your-team-with-copilot/pull/26,Agent
3275354611,BarbourSmith,Abundance,684,Revert gcode visualization to original simple approach for better performance and completeness,,,open,2025-07-30T00:47:45Z,,,False,False,,,1602,6.0,2.0,130.0,0.0,130.0,0,4,,https://api.github.com/repos/BarbourSmith/Abundance,https://github.com/BarbourSmith/Abundance/pull/684,Agent
3276511453,litlfred,sgex,271,Fix missing files and restore proper repository structure after problematic commit revert,,,closed,2025-07-30T10:33:06Z,,,True,False,,,2027,59.0,202.0,5807.0,35305.0,41112.0,0,6,,https://api.github.com/repos/litlfred/sgex,https://github.com/litlfred/sgex/pull/271,Agent
3276675844,litlfred,sgex,275,[WIP] Revert to 7f15a58,,,closed,2025-07-30T11:34:03Z,,,True,False,,,1167,1.0,0.0,0.0,0.0,0.0,0,3,,https://api.github.com/repos/litlfred/sgex,https://github.com/litlfred/sgex/pull/275,Agent
3201842765,OlympusDAO,olympus-v3,80,Convertible Deposits: revert solhint upgrade,,,closed,2025-07-04T08:45:03Z,2025-07-04T08:59:01Z,2025-07-04T08:59:01Z,True,True,0.232777777777777,0.009699074074074,117,2.0,12.0,30.0,291.0,321.0,0,0,,https://api.github.com/repos/OlympusDAO/olympus-v3,https://github.com/OlympusDAO/olympus-v3/pull/80,Agent
3203838111,D1Y4R,FootballHub,11,Revert system to specific commit,,,closed,2025-07-04T23:08:15Z,,,True,False,,,1038,,,,,,0,0,,https://api.github.com/repos/D1Y4R/FootballHub,https://github.com/D1Y4R/FootballHub/pull/11,Agent
3205311166,unhook-sh,unhook,46,Revert CLI content and add VSCode page,,,closed,2025-07-05T17:28:51Z,2025-07-05T17:54:12Z,2025-07-05T17:54:12Z,True,True,0.4225,0.0176041666666666,96,1.0,3.0,83.0,49.0,132.0,1,1,0.0411111111111111,https://api.github.com/repos/unhook-sh/unhook,https://github.com/unhook-sh/unhook/pull/46,Agent
3206822419,D1Y4R,FootballHub,13,Revert to specific commit point,,,closed,2025-07-06T17:33:56Z,,,True,False,,,88,,,,,,0,0,,https://api.github.com/repos/D1Y4R/FootballHub,https://github.com/D1Y4R/FootballHub/pull/13,Agent
3209469170,oginoshikibu,personal-linebot-hono,11,Investigate and revert line.ts changes,,,closed,2025-07-07T15:37:21Z,2025-07-07T15:37:32Z,2025-07-07T15:37:32Z,True,True,0.0030555555555555,0.0001273148148148,444,,,,,,0,0,,https://api.github.com/repos/oginoshikibu/personal-linebot-hono,https://github.com/oginoshikibu/personal-linebot-hono/pull/11,Agent
3210865937,venubhat23,react_marketicer_repo_2,20,Revert recent code changes,,,closed,2025-07-08T03:12:51Z,2025-07-08T03:12:54Z,2025-07-08T03:12:54Z,True,True,0.0008333333333333,3.47222222222222e-05,333,,,,,,0,0,,https://api.github.com/repos/venubhat23/react_marketicer_repo_2,https://github.com/venubhat23/react_marketicer_repo_2/pull/20,Agent
3216885925,Sayali7002,mindbff_vf_cursorweb,1,Cursor/revert decrypted mindfulness entries b506,,,closed,2025-07-09T19:11:03Z,,,True,False,,,0,5.0,6.0,58.0,11.0,69.0,0,0,,https://api.github.com/repos/Sayali7002/mindbff_vf_cursorweb,https://github.com/Sayali7002/mindbff_vf_cursorweb/pull/1,Agent
3226230564,RobotAvi,MoneyGame,48,Revert to commit d3fce71,,,closed,2025-07-13T07:38:35Z,,,True,False,,,368,2.0,1.0,4.0,4.0,8.0,0,0,,https://api.github.com/repos/RobotAvi/MoneyGame,https://github.com/RobotAvi/MoneyGame/pull/48,Agent
3226510767,venubhat23,delivery_api,12,Check and revert API route changes,,,open,2025-07-13T13:34:08Z,,,False,False,,,75,1.0,1.0,111.0,0.0,111.0,0,0,,https://api.github.com/repos/venubhat23/delivery_api,https://github.com/venubhat23/delivery_api/pull/12,Agent
3238794650,gourabop3,BANKING-PROJECT,6,Revert previous commit,,,closed,2025-07-17T09:14:28Z,2025-07-17T09:14:37Z,2025-07-17T09:14:37Z,True,True,0.0025,0.0001041666666666,92,,,,,,0,0,,https://api.github.com/repos/gourabop3/BANKING-PROJECT,https://github.com/gourabop3/BANKING-PROJECT/pull/6,Agent
3244971442,venubhat23,react_marketicer_repo_2,71,Revert post creation changes,,,open,2025-07-19T06:06:08Z,,,False,False,,,90,,,,,,0,0,,https://api.github.com/repos/venubhat23/react_marketicer_repo_2,https://github.com/venubhat23/react_marketicer_repo_2/pull/71,Agent
3251018120,stanleyrya,chunky-dad,200,Revert a specific commit,,,closed,2025-07-22T04:38:38Z,2025-07-22T04:38:46Z,2025-07-22T04:38:46Z,True,True,0.0022222222222222,9.25925925925926e-05,406,1.0,3.0,198.0,959.0,1157.0,0,0,,https://api.github.com/repos/stanleyrya/chunky-dad,https://github.com/stanleyrya/chunky-dad/pull/200,Agent
3259072928,halt-spesn,amberol,2,Revert last three commits,,,open,2025-07-24T08:53:24Z,,,False,False,,,636,2.0,3.0,192.0,13.0,205.0,0,0,,https://api.github.com/repos/halt-spesn/amberol,https://github.com/halt-spesn/amberol/pull/2,Agent
3275372294,dahrabounizar,cignis,15,Revert and replicate profile completeness functionality,,,open,2025-07-30T01:02:35Z,,,False,False,,,983,1.0,2.0,134.0,42.0,176.0,0,1,,https://api.github.com/repos/dahrabounizar/cignis,https://github.com/dahrabounizar/cignis/pull/15,Agent
2757806887,BenWarbie,Soda,13,fix: revert wallet manager to use solders imports,,,closed,2024-12-24T13:29:39Z,2024-12-24T13:51:06Z,2024-12-24T13:51:06Z,True,True,0.3575,0.0148958333333333,1488,2.0,3.0,132.0,104.0,236.0,0,1,,https://api.github.com/repos/BenWarbie/Soda,https://github.com/BenWarbie/Soda/pull/13,Agent
2773788036,nabeelhyatt,claudewithfriends,3,revert: roll back to 7:54am state,,,closed,2025-01-07T21:37:08Z,,,True,False,,,568,1.0,5.0,32.0,51.0,83.0,0,2,,https://api.github.com/repos/nabeelhyatt/claudewithfriends,https://github.com/nabeelhyatt/claudewithfriends/pull/3,Agent
2799302285,elizaOS,eliza,2556,chore(revert): optimize pnpm cache configuration,,,closed,2025-01-20T13:40:18Z,2025-01-20T14:16:06Z,2025-01-20T14:16:06Z,True,True,0.596666666666666,0.0248611111111111,42,12.0,1.0,10.0,22.0,32.0,1,2,0.0027777777777777,https://api.github.com/repos/elizaOS/eliza,https://github.com/elizaOS/eliza/pull/2556,Agent
