id,owner,repo,number,title,user,user_id,state,created_at,closed_at,merged_at,is_closed,is_merged,time_to_close_hours,time_to_close_days,body_length,commits,changed_files,additions,deletions,code_churn,review_iterations,total_comments,reviewer_workload_hours,repo_url,html_url
1642210098,4ian,GDevelop,6071,"Revert ""Use python3 to update bindings (#6068)""",AlexandreSi,32449369.0,closed,2023-12-13T10:57:06Z,2023-12-13T11:01:14Z,2023-12-13T11:01:14Z,True,True,0.0688888888888888,0.0028703703703703,233,1.0,2.0,2.0,2.0,4.0,1,0,0.0308333333333333,https://api.github.com/repos/4ian/GDevelop,https://github.com/4ian/GDevelop/pull/6071
1685004167,4ian,GDevelop,6220,"Revert ""Type JsExtensions files with typescript""",ClementPasteau,4895034.0,closed,2024-01-18T14:54:18Z,2024-01-18T15:01:28Z,2024-01-18T15:01:28Z,True,True,0.119444444444444,0.0049768518518518,26,1.0,35.0,2050.0,1988.0,4038.0,1,0,0.0766666666666666,https://api.github.com/repos/4ian/GDevelop,https://github.com/4ian/GDevelop/pull/6220
2294440926,4ian,GDevelop,7340,"Revert ""Fix used extension check false positive from usused object or behavior events""",D8H,2611977.0,closed,2025-01-23T12:58:44Z,2025-01-23T13:11:13Z,2025-01-23T13:11:13Z,True,True,0.208055555555555,0.0086689814814814,55,1.0,1.0,6.0,20.0,26.0,0,0,,https://api.github.com/repos/4ian/GDevelop,https://github.com/4ian/GDevelop/pull/7340
3637526226,4ian,GDevelop,8570,"Revert ""Fix some visual glitches in the Events Sheet (#8551)""",ClementPasteau,4895034.0,closed,2026-05-06T14:47:31Z,2026-05-06T14:48:12Z,2026-05-06T14:48:12Z,True,True,0.0113888888888888,0.000474537037037,61,1.0,24.0,94.0,572.0,666.0,0,0,,https://api.github.com/repos/4ian/GDevelop,https://github.com/4ian/GDevelop/pull/8570
1769024151,514-labs,moose,574,"Revert ""Add prod detection and kafka trigger avoidance. (#570)""",callicles,4429209.0,closed,2024-03-12T22:41:43Z,2024-03-12T22:46:20Z,2024-03-12T22:46:20Z,True,True,0.0769444444444444,0.0032060185185185,139,1.0,5.0,13.0,25.0,38.0,1,1,0.0766666666666666,https://api.github.com/repos/514-labs/moose,https://github.com/514-labs/moosestack/pull/574
1940781908,514-labs,moose,1513,"Revert ""Write state after watcher parses data models (#1499)""",phiSgr,13439232.0,closed,2024-06-26T20:04:19Z,2024-06-26T20:17:04Z,2024-06-26T20:17:03Z,True,True,0.212222222222222,0.0088425925925925,109,1.0,1.0,12.0,12.0,24.0,1,1,0.188611111111111,https://api.github.com/repos/514-labs/moose,https://github.com/514-labs/moosestack/pull/1513
1942632122,514-labs,moose,1517,"Revert ""Revert ""Write state after watcher parses data models (#1499)""â€¦",callicles,4429209.0,closed,2024-06-27T15:28:29Z,2024-06-27T15:39:50Z,,True,False,0.189166666666666,0.0078819444444444,75,1.0,1.0,12.0,12.0,24.0,0,1,,https://api.github.com/repos/514-labs/moose,https://github.com/514-labs/moosestack/pull/1517
2090172064,514-labs,moose,1774,"Revert ""Adding Redis support (wip)""",cjus,387129.0,closed,2024-09-24T23:54:27Z,2024-09-25T00:06:46Z,2024-09-25T00:06:46Z,True,True,0.205277777777777,0.0085532407407407,53,1.0,8.0,17.0,616.0,633.0,1,1,0.202777777777777,https://api.github.com/repos/514-labs/moose,https://github.com/514-labs/moosestack/pull/1774
2291402924,514-labs,moose,1996,"Revert ""openapi ingress (ts, py) & egress (py)""",callicles,4429209.0,closed,2025-01-22T05:48:39Z,2025-01-22T05:53:04Z,2025-01-22T05:53:04Z,True,True,0.0736111111111111,0.0030671296296296,301,1.0,10.0,19.0,427.0,446.0,1,1,0.0583333333333333,https://api.github.com/repos/514-labs/moose,https://github.com/514-labs/moosestack/pull/1996
2626274080,514-labs,moose,2487,"Revert ""`call` method in ConsumptionApi in ts""",jmsuzuki,2999398.0,closed,2025-06-28T16:31:08Z,2025-06-28T16:41:34Z,2025-06-28T16:41:34Z,True,True,0.173888888888888,0.0072453703703703,27,1.0,1.0,0.0,34.0,34.0,1,1,0.0108333333333333,https://api.github.com/repos/514-labs/moose,https://github.com/514-labs/moosestack/pull/2487
2626274575,514-labs,moose,2488,"Revert ""remove task from typedbase""",jmsuzuki,2999398.0,closed,2025-06-28T16:31:42Z,2025-06-28T16:51:54Z,2025-06-28T16:51:54Z,True,True,0.336666666666666,0.0140277777777777,27,1.0,2.0,95.0,13.0,108.0,1,1,0.0488888888888888,https://api.github.com/repos/514-labs/moose,https://github.com/514-labs/moosestack/pull/2488
2626382023,514-labs,moose,2491,"Revert ""Revert ""`call` method in ConsumptionApi in ts""""",callicles,4429209.0,closed,2025-06-28T18:07:40Z,2025-06-30T16:55:43Z,2025-06-30T16:55:43Z,True,True,46.8008333333333,1.95003472222222,27,2.0,1.0,34.0,0.0,34.0,2,3,23.3963888888888,https://api.github.com/repos/514-labs/moose,https://github.com/514-labs/moosestack/pull/2491
2838971388,514-labs,moose,2773,"Revert ""ensure safe-chain during `pnpm install ...` on local dev (#27â€¦",onelesd,958603.0,closed,2025-09-18T06:58:29Z,2025-09-18T12:57:38Z,2025-09-18T12:57:38Z,True,True,5.98583333333333,0.249409722222222,133,1.0,17.0,9.0,103.0,112.0,1,1,4.87777777777777,https://api.github.com/repos/514-labs/moose,https://github.com/514-labs/moosestack/pull/2773
1403377663,567-labs,instructor,18,"Revert ""Reorganize examples into directories""",jxnl,4852235.0,closed,2023-06-22T11:49:14Z,2023-06-22T11:49:30Z,2023-06-22T11:49:30Z,True,True,0.0044444444444444,0.0001851851851851,36,1.0,6.0,6.0,6.0,12.0,0,0,,https://api.github.com/repos/567-labs/instructor,https://github.com/567-labs/instructor/pull/18
1426019946,567-labs,instructor,47,"Revert ""Social Images""",jxnl,4852235.0,closed,2023-07-08T18:22:35Z,2023-07-08T18:22:41Z,2023-07-08T18:22:41Z,True,True,0.0016666666666666,6.94444444444444e-05,36,1.0,2.0,2.0,6.0,8.0,0,1,,https://api.github.com/repos/567-labs/instructor,https://github.com/567-labs/instructor/pull/47
1481691339,567-labs,instructor,81,"Revert ""Docstring parsing using docstring-parser""",jxnl,4852235.0,closed,2023-08-20T06:49:45Z,2023-08-20T06:50:06Z,2023-08-20T06:50:06Z,True,True,0.0058333333333333,0.0002430555555555,26,1.0,6.0,573.0,658.0,1231.0,0,0,,https://api.github.com/repos/567-labs/instructor,https://github.com/567-labs/instructor/pull/81
1667368421,567-labs,instructor,328,"Revert ""test ollama and litellm""",jxnl,4852235.0,closed,2024-01-06T14:56:08Z,2024-01-06T14:56:18Z,2024-01-06T14:56:18Z,True,True,0.0027777777777777,0.0001157407407407,27,1.0,3.0,6.0,100.0,106.0,1,1,0.0094444444444444,https://api.github.com/repos/567-labs/instructor,https://github.com/567-labs/instructor/pull/328
2591208086,567-labs,kura,119,"Revert ""ci: remove ty type checker workflow""",jxnl,4852235.0,closed,2025-06-13T19:52:41Z,2025-06-13T19:52:49Z,2025-06-13T19:52:49Z,True,True,0.0022222222222222,9.25925925925926e-05,25,1.0,88.0,2371.0,108425.0,110796.0,0,1,,https://api.github.com/repos/567-labs/kura,https://github.com/jxnl/kura/pull/119
1937756193,ACEsuit,mace,489,"Revert ""Feat/mu alpha""",venkatkapil24,10756891.0,closed,2024-06-25T13:24:52Z,2024-06-25T13:47:52Z,2024-06-25T13:47:52Z,True,True,0.383333333333333,0.0159722222222222,24,1.0,7.0,62.0,108.0,170.0,0,0,,https://api.github.com/repos/ACEsuit/mace,https://github.com/ACEsuit/mace/pull/489
2573762355,ACEsuit,mace,1005,"Revert ""Use pathlib to better handle suffixes in finetuning_select""",ilyes319,48651863.0,closed,2025-06-06T15:18:29Z,2025-06-06T15:29:34Z,,True,False,0.184722222222222,0.0076967592592592,24,1.0,1.0,4.0,10.0,14.0,0,0,,https://api.github.com/repos/ACEsuit/mace,https://github.com/ACEsuit/mace/pull/1005
875361079,AMICI-dev,AMICI,1697,"Revert ""Model import: Get rid of multiplications with 1.0 (#1681)""",dweindl,18048784.0,closed,2022-03-09T14:21:55Z,2022-03-09T15:34:48Z,2022-03-09T15:34:48Z,True,True,1.21472222222222,0.0506134259259259,217,1.0,2.0,4.0,8.0,12.0,1,1,1.13888888888888,https://api.github.com/repos/AMICI-dev/AMICI,https://github.com/AMICI-dev/AMICI/pull/1697
1339702227,AMICI-dev,AMICI,2067,"Revert ""GHA: Remove documentation tests (#2057)""",dweindl,18048784.0,closed,2023-05-05T10:54:41Z,2023-05-05T14:44:53Z,2023-05-05T14:44:53Z,True,True,3.83666666666666,0.159861111111111,202,4.0,2.0,95.0,1.0,96.0,1,1,2.99222222222222,https://api.github.com/repos/AMICI-dev/AMICI,https://github.com/AMICI-dev/AMICI/pull/2067
2627220354,AdnaneKhan,gato-x,171,"Revert ""Swap YAML library to keep line numbers for Job/Step nodes""",AdnaneKhan,2006441.0,closed,2025-06-29T19:51:42Z,2025-06-29T19:52:35Z,2025-06-29T19:52:35Z,True,True,0.0147222222222222,0.0006134259259259,819,1.0,20.0,103.0,213.0,316.0,0,3,,https://api.github.com/repos/AdnaneKhan/gato-x,https://github.com/AdnaneKhan/gato-x/pull/171
200970704,AdoptOpenJDK,openjdk-website,267,"Revert ""WIP - Read new repositories (#266)""",johnoliver,1615532.0,closed,2018-07-12T11:29:12Z,2018-07-12T11:30:24Z,2018-07-12T11:30:24Z,True,True,0.02,0.0008333333333333,63,1.0,6.0,166.0,225.0,391.0,0,0,,https://api.github.com/repos/AdoptOpenJDK/openjdk-website,https://github.com/AdoptOpenJDK/openjdk-website/pull/267
366606490,AdoptOpenJDK,openjdk-website,667,"Revert ""Add banner to notify users about pending Jan CPU release""",smlambert,2836948.0,closed,2020-01-23T22:54:58Z,2020-01-24T09:54:39Z,2020-01-24T09:54:39Z,True,True,10.9947222222222,0.458113425925925,40,1.0,1.0,3.0,1.0,4.0,2,2,10.6576388888888,https://api.github.com/repos/AdoptOpenJDK/openjdk-website,https://github.com/AdoptOpenJDK/openjdk-website/pull/667
390009248,AdoptOpenJDK,openjdk-website,691,"Revert ""mark jdk14 as latest""",karianna,180840.0,closed,2020-03-17T18:36:43Z,2020-03-17T18:37:02Z,2020-03-17T18:37:02Z,True,True,0.0052777777777777,0.0002199074074074,40,1.0,1.0,4.0,4.0,8.0,0,0,,https://api.github.com/repos/AdoptOpenJDK/openjdk-website,https://github.com/AdoptOpenJDK/openjdk-website/pull/691
509423501,AdoptOpenJDK,openjdk-website,819,"Revert ""Add banner for October 2020 releases""",gdams,20224954.0,closed,2020-10-24T12:21:22Z,2020-10-24T12:22:57Z,2020-10-24T12:22:57Z,True,True,0.0263888888888888,0.001099537037037,40,1.0,1.0,1.0,1.0,2.0,1,0,0.0002777777777777,https://api.github.com/repos/AdoptOpenJDK/openjdk-website,https://github.com/AdoptOpenJDK/openjdk-website/pull/819
560262036,AdoptOpenJDK,openjdk-website,887,"Revert ""Add banner for January 2021 releases""",gdams,20224954.0,closed,2021-01-22T23:20:26Z,2021-01-22T23:20:58Z,2021-01-22T23:20:58Z,True,True,0.0088888888888888,0.0003703703703703,40,1.0,1.0,1.0,1.0,2.0,0,1,,https://api.github.com/repos/AdoptOpenJDK/openjdk-website,https://github.com/AdoptOpenJDK/openjdk-website/pull/887
637175790,AdoptOpenJDK,openjdk-website,999,"Revert ""Add April CPU release banner""",gdams,20224954.0,closed,2021-05-10T08:36:46Z,2021-05-10T08:40:43Z,2021-05-10T08:40:43Z,True,True,0.0658333333333333,0.0027430555555555,40,1.0,1.0,1.0,1.0,2.0,0,1,,https://api.github.com/repos/AdoptOpenJDK/openjdk-website,https://github.com/AdoptOpenJDK/openjdk-website/pull/999
2457881285,AgentDock,AgentDock,118,"Revert ""chore(deps-dev): bump dotenv from 16.4.7 to 16.5.0""",oguzserdar,850772.0,closed,2025-04-14T14:47:57Z,2025-04-14T14:48:19Z,2025-04-14T14:48:19Z,True,True,0.0061111111111111,0.0002546296296296,31,1.0,2.0,6.0,6.0,12.0,0,1,,https://api.github.com/repos/AgentDock/AgentDock,https://github.com/AgentDock/AgentDock/pull/118
2457888328,AgentDock,AgentDock,119,"Revert ""chore(deps): bump @vercel/blob from 0.27.3 to 1.0.0""",oguzserdar,850772.0,closed,2025-04-14T14:50:46Z,2025-04-14T14:50:53Z,2025-04-14T14:50:53Z,True,True,0.0019444444444444,8.10185185185185e-05,31,1.0,2.0,19.0,11.0,30.0,0,1,,https://api.github.com/repos/AgentDock/AgentDock,https://github.com/AgentDock/AgentDock/pull/119
1940979339,AgentOps-AI,agentops,271,revert Apply @check_init to decorators,siyangqiu,6004624.0,closed,2024-06-26T22:41:37Z,2024-06-26T22:53:37Z,2024-06-26T22:53:37Z,True,True,0.2,0.0083333333333333,224,3.0,2.0,1.0,11.0,12.0,1,1,0.178055555555555,https://api.github.com/repos/AgentOps-AI/agentops,https://github.com/AgentOps-AI/agentops/pull/271
1979562404,AgentOps-AI,agentops,304,Revert mintlify introduction,areibman,14807319.0,closed,2024-07-20T16:17:38Z,2024-07-20T16:25:27Z,2024-07-20T16:25:26Z,True,True,0.13,0.0054166666666666,153,1.0,1.0,52.0,46.0,98.0,1,1,0.0422222222222222,https://api.github.com/repos/AgentOps-AI/agentops,https://github.com/AgentOps-AI/agentops/pull/304
475983581,Agoric,agoric-sdk,1647,Revert overspill from PR #1577,erights,273868.0,closed,2020-08-31T00:10:11Z,2020-08-31T00:31:43Z,2020-08-31T00:31:43Z,True,True,0.358888888888888,0.0149537037037037,177,2.0,4.0,14.0,19.0,33.0,1,0,0.339166666666666,https://api.github.com/repos/Agoric/agoric-sdk,https://github.com/Agoric/agoric-sdk/pull/1647
570724662,Agoric,agoric-sdk,2374,"Revert ""Add support for post-CI automated benchmarking""",FUDCo,8011352.0,closed,2021-02-10T01:00:36Z,2021-02-10T01:07:49Z,,True,False,0.120277777777777,0.005011574074074,66,1.0,1.0,1.0,1.0,2.0,0,0,,https://api.github.com/repos/Agoric/agoric-sdk,https://github.com/Agoric/agoric-sdk/pull/2374
570749031,Agoric,agoric-sdk,2377,"Revert ""Post ci benchmark support test #2""",FUDCo,8011352.0,closed,2021-02-10T02:01:42Z,2021-02-10T02:01:46Z,,True,False,0.0011111111111111,4.62962962962962e-05,30,1.0,1.0,0.0,6.0,6.0,0,0,,https://api.github.com/repos/Agoric/agoric-sdk,https://github.com/Agoric/agoric-sdk/pull/2377
704028012,Agoric,agoric-sdk,3599,refactor(xsnap): Revert externalize netstring IO dependency,kriskowal,60294.0,closed,2021-08-04T21:18:42Z,2021-08-04T22:20:53Z,2021-08-04T22:20:53Z,True,True,1.03638888888888,0.0431828703703703,246,1.0,5.0,232.0,9.0,241.0,1,0,0.0438888888888888,https://api.github.com/repos/Agoric/agoric-sdk,https://github.com/Agoric/agoric-sdk/pull/3599
908264564,Agoric,agoric-sdk,5099,"Revert ""refactor(run-protocol): virtual kind for vault manager""",turadg,21505.0,closed,2022-04-12T23:06:25Z,2022-04-12T23:21:59Z,2022-04-12T23:21:59Z,True,True,0.259444444444444,0.0108101851851851,128,1.0,7.0,284.0,463.0,747.0,1,0,0.105555555555555,https://api.github.com/repos/Agoric/agoric-sdk,https://github.com/Agoric/agoric-sdk/pull/5099
1076323761,Agoric,agoric-sdk,6385,"Revert ""feat: show git sha of build source""",turadg,21505.0,closed,2022-10-04T17:42:49Z,2022-10-04T18:05:11Z,2022-10-04T18:05:11Z,True,True,0.372777777777777,0.0155324074074074,1370,1.0,3.0,2.0,60.0,62.0,2,0,0.0211111111111111,https://api.github.com/repos/Agoric/agoric-sdk,https://github.com/Agoric/agoric-sdk/pull/6385
1350045128,Agoric,agoric-sdk,7739,"Revert ""test: faketime""",arirubinstein,22369.0,closed,2023-05-15T03:18:02Z,2023-05-15T04:05:29Z,2023-05-15T04:05:29Z,True,True,0.790833333333333,0.0329513888888888,18,1.0,1.0,0.0,9.0,9.0,1,0,0.0163888888888888,https://api.github.com/repos/Agoric/agoric-sdk,https://github.com/Agoric/agoric-sdk/pull/7739
1361639254,Agoric,agoric-sdk,7826,"Revert ""feat(agoric-cli): oracle setPrice: pushPrice from each operator""",turadg,21505.0,closed,2023-05-23T15:35:05Z,2023-05-24T02:52:52Z,2023-05-24T02:52:52Z,True,True,11.2963888888888,0.47068287037037,190,1.0,5.0,36.0,235.0,271.0,2,0,11.1219444444444,https://api.github.com/repos/Agoric/agoric-sdk,https://github.com/Agoric/agoric-sdk/pull/7826
1445090409,Agoric,agoric-sdk,8084,revert StabilityFee schema change,turadg,21505.0,closed,2023-07-21T23:49:00Z,2023-07-25T17:56:35Z,2023-07-25T17:56:35Z,True,True,90.1263888888888,3.7552662037037,1405,3.0,31.0,284.0,298.0,582.0,1,1,64.4361111111111,https://api.github.com/repos/Agoric/agoric-sdk,https://github.com/Agoric/agoric-sdk/pull/8084
1454543722,Agoric,agoric-sdk,8110,"Revert ""test: a docker test for the zoe/zcf upgrade""",Chris-Hibbert,13372636.0,closed,2023-07-28T23:51:50Z,2023-07-29T00:29:56Z,,True,False,0.635,0.0264583333333333,30,1.0,16.0,52.0,245.0,297.0,0,1,,https://api.github.com/repos/Agoric/agoric-sdk,https://github.com/Agoric/agoric-sdk/pull/8110
1671432447,Agoric,agoric-sdk,8736,"Revert ""test(upgrade-test): tolerate running after `a3p:main` zoe upgrade""",turadg,21505.0,closed,2024-01-09T22:03:32Z,2024-01-10T00:37:58Z,2024-01-10T00:37:58Z,True,True,2.57388888888888,0.10724537037037,1485,1.0,2.0,2.0,2.0,4.0,1,0,2.035,https://api.github.com/repos/Agoric/agoric-sdk,https://github.com/Agoric/agoric-sdk/pull/8736
1692646316,Agoric,agoric-sdk,8800,"Revert ""8453 release zoe""",Chris-Hibbert,13372636.0,closed,2024-01-23T22:08:29Z,2024-01-23T22:24:43Z,2024-01-23T22:24:43Z,True,True,0.270555555555555,0.0112731481481481,139,1.0,6.0,16.0,131.0,147.0,0,1,,https://api.github.com/repos/Agoric/agoric-sdk,https://github.com/Agoric/agoric-sdk/pull/8800
1724403662,Agoric,agoric-sdk,8905,"Revert ""test(a3p): restart-vats""",mhofman,86499.0,closed,2024-02-13T18:09:24Z,2024-02-13T18:41:38Z,2024-02-13T18:41:38Z,True,True,0.537222222222222,0.0223842592592592,680,1.0,9.0,0.0,2518.0,2518.0,1,0,0.125,https://api.github.com/repos/Agoric/agoric-sdk,https://github.com/Agoric/agoric-sdk/pull/8905
1783024798,Agoric,agoric-sdk,9122,fix(xsnap): Revert failed attempt to expedite xsnap builds,kriskowal,60294.0,closed,2024-03-20T20:57:19Z,2024-03-20T22:04:47Z,2024-03-20T22:04:47Z,True,True,1.12444444444444,0.0468518518518518,129,1.0,3.0,7.0,92.0,99.0,1,0,0.0294444444444444,https://api.github.com/repos/Agoric/agoric-sdk,https://github.com/Agoric/agoric-sdk/pull/9122
2623425952,Agoric,agoric-sdk,11543,Revert #11534 and #11528: Drop EVM Response Gas Payment Logic,rabi-siddique,60459172.0,closed,2025-06-27T07:32:05Z,2025-06-27T10:31:12Z,2025-06-27T10:31:12Z,True,True,2.98527777777777,0.124386574074074,3416,2.0,6.0,28.0,155.0,183.0,1,1,0.193055555555555,https://api.github.com/repos/Agoric/agoric-sdk,https://github.com/Agoric/agoric-sdk/pull/11543
3446338090,Agoric,agoric-sdk,12569,"fix: Revert ""feat: upgrade Interchain Stack dependencies to Cosmos v0.53 (#12508)""",gibson042,1199584.0,closed,2026-03-25T16:51:10Z,2026-03-25T18:23:14Z,2026-03-25T18:23:14Z,True,True,1.53444444444444,0.0639351851851851,138,1.0,355.0,8768.0,24632.0,33400.0,1,0,0.258333333333333,https://api.github.com/repos/Agoric/agoric-sdk,https://github.com/Agoric/agoric-sdk/pull/12569
1077251988,Aiko-IT-Systems,DisCatSharp,203,"Revert ""Add slash & context menu cooldowns""",Lulalaby,14029133.0,closed,2022-10-05T12:10:27Z,2022-10-05T12:11:29Z,2022-10-05T12:11:29Z,True,True,0.0172222222222222,0.0007175925925925,39,1.0,10.0,21.0,735.0,756.0,0,0,,https://api.github.com/repos/Aiko-IT-Systems/DisCatSharp,https://github.com/Aiko-IT-Systems/DisCatSharp/pull/203
1191539286,Aiko-IT-Systems,DisCatSharp,252,"Revert ""feat: Paginated thread members""",Lulalaby,14029133.0,closed,2023-01-09T22:23:35Z,2023-01-09T22:23:42Z,2023-01-09T22:23:42Z,True,True,0.0019444444444444,8.10185185185185e-05,39,1.0,2.0,13.0,39.0,52.0,0,0,,https://api.github.com/repos/Aiko-IT-Systems/DisCatSharp,https://github.com/Aiko-IT-Systems/DisCatSharp/pull/252
115534042,Alfresco,alfresco-ng2-components,1818,revert update ng2-translate-version #1397,eromano,1030050.0,closed,2017-04-12T12:48:17Z,2017-04-12T13:58:41Z,2017-04-12T13:58:41Z,True,True,1.17333333333333,0.0488888888888888,1220,1.0,75.0,77.0,74.0,151.0,0,0,,https://api.github.com/repos/Alfresco/alfresco-ng2-components,https://github.com/Alfresco/alfresco-ng2-components/pull/1818
144391726,Alfresco,alfresco-ng2-components,2410,"Revert ""[ADF-1611] Adding some responsiveness to demo shell app""",mauriziovitale,14923305.0,closed,2017-10-03T10:54:12Z,2017-10-03T10:54:32Z,2017-10-03T10:54:32Z,True,True,0.0055555555555555,0.0002314814814814,45,1.0,8.0,152.0,175.0,327.0,0,0,,https://api.github.com/repos/Alfresco/alfresco-ng2-components,https://github.com/Alfresco/alfresco-ng2-components/pull/2410
147528277,Alfresco,alfresco-ng2-components,2505,Revert the scss changes on Process Info Drawer,madhukar23,30654750.0,closed,2017-10-19T11:12:03Z,2017-10-19T12:51:11Z,2017-10-19T12:51:11Z,True,True,1.65222222222222,0.0688425925925926,1263,2.0,1.0,6.0,32.0,38.0,0,1,,https://api.github.com/repos/Alfresco/alfresco-ng2-components,https://github.com/Alfresco/alfresco-ng2-components/pull/2505
215528146,Alfresco,alfresco-ng2-components,3791,"Revert ""[ADF-3382] Replace dropdown with autocomplete for start a process""",davidcanonieto,18293044.0,closed,2018-09-14T09:06:29Z,2018-09-14T09:06:42Z,2018-09-14T09:06:42Z,True,True,0.0036111111111111,0.0001504629629629,45,7.0,6.0,33.0,81.0,114.0,0,0,,https://api.github.com/repos/Alfresco/alfresco-ng2-components,https://github.com/Alfresco/alfresco-ng2-components/pull/3791
244781448,Alfresco,alfresco-ng2-components,4164,"Revert ""[ADF-3911] Converted GIF image URLs to absolute""",therealandeeee,30621568.0,closed,2019-01-15T12:44:41Z,2019-01-15T12:49:11Z,2019-01-15T12:49:11Z,True,True,0.075,0.0031249999999999,45,3.0,12.0,62.0,62.0,124.0,0,1,,https://api.github.com/repos/Alfresco/alfresco-ng2-components,https://github.com/Alfresco/alfresco-ng2-components/pull/4164
272531117,Alfresco,alfresco-ng2-components,4637,"Revert ""[ADF-4359] -  Add the possibility to chose wich panel to show first in info-drawer""",eromano,1030050.0,closed,2019-04-22T22:58:09Z,2019-04-22T22:58:27Z,2019-04-22T22:58:27Z,True,True,0.005,0.0002083333333333,45,1.0,10.0,8.0,209.0,217.0,0,0,,https://api.github.com/repos/Alfresco/alfresco-ng2-components,https://github.com/Alfresco/alfresco-ng2-components/pull/4637
